"","symbol","concept","contexts","types","label"
2607,"copper","water","dogon","AssociationSimulation","water"
2608,"coronation","achievement","generalOrUnknown","Simulation","achievement"
2609,"coronation","victory","generalOrUnknown","Simulation","victory"
2610,"drum","aVehicleForMagic","generalOrUnknown","Simulation","a vehicle for magic"
2611,"drum","callToWar","generalOrUnknown","Simulation","call to war"
2612,"drum","changKuoLao","chinese","EmblematicSimulation","Chang-Kuo-lao"
2613,"drum","communicationEspeciallyOfWordOrTradition","generalOrUnknown","Simulation","communication, especially of word or tradition"
2614,"dragon","theBadElementInNature","generalOrUnknown","Simulation","the bad element in nature"
2615,"dragon","theDragonOfDarknessAndChaosWasOvercomeEachMorningByRa","egyptian","Simulation","the dragon of darkness and chaos was overcome each morning by Ra"
2616,"dragon","theEnemyOfTruth","generalOrUnknown","Simulation","the enemy of truth"
2617,"dragon","theHighestSpiritualPower","chinese","Simulation","the highest spiritual power"
2618,"dragon","thePersonificationsOfStrength","generalOrUnknown","AttributeSimulation","the personifications of Strength"
2619,"dragon","theSpiritOfChange","chinese","Simulation","the spirit of change"
2620,"dragon","theUtteredWord","hindu","Simulation","the uttered word"
2621,"dragon","valiantDefenderOfTreasure","heraldic","Simulation","valiant defender of treasure"
2622,"dromedary","rajasthan","generalOrUnknown","Simulation","Rajasthan"
2623,"drum","creatorOfReligiousEcstasy","uralAltaic","Simulation","creator of religious ecstasy"
2624,"drum","ecstaticDancing","grecoRoman @ phrygian","AssociationSimulation","ecstatic dancing"
2625,"drum","joyousTidings","buddhist","Simulation","joyous tidings"
2626,"drum","magicPowerToSummonSpirits","uralAltaic","Simulation","magic power to summon spirits"
2627,"drum","primordialSound","generalOrUnknown","Simulation","primordial sound"
2628,"drum","repeatOfThePrimalSoundsOfCreation","uralAltaic","Simulation","repeat of the primal sounds of creation"
2629,"drum","sacredToTane","tahitian","Simulation","sacred to Tane"
2630,"drum","symbolicallyMadeFromTheCosmicTree","uralAltaic","Simulation","symbolically made from the Cosmic Tree"
2631,"drum","theMediatorBetweenHeavenAndEarth","generalOrUnknown","Simulation","the mediator between heaven and earth"
2632,"drum","theSunSPassageAcrossTheHeavens","chinese","AssociationSimulation","the sun’s passage across the heavens"
2633,"drum","voiceOfHeaven","chinese","Simulation","voice of heaven"
2634,"drum","voiceOfTheLaw","buddhist","Simulation","voice of the Law"
2635,"dragon","apep","egyptian","Simulation","Apep"
2636,"dragon","betaThetaPi","heraldic","Simulation","Beta Theta Pi"
2637,"dragon","chaos","generalOrUnknown","Simulation","chaos"
2638,"dragon","china","chinese","EmblematicSimulation","China"
2639,"dragon","desolation","jewish","AssociationSimulation @ Simulation","desolation"
2640,"dragon","destruction","jewish","AssociationSimulation","destruction"
2641,"dragon","envy","christian","Simulation","envy"
2642,"dragon","fearOfIncest","generalOrUnknown","Simulation","fear of incest"
2643,"dragon","fertility","generalOrUnknown","Simulation","fertility"
2644,"dragon","guardian","chinese","Simulation","guardian"
2645,"dragon","heraclesHercules","grecoRoman","AttributeSimulation","Heracles/Hercules"
2646,"dragon","idolatry","generalOrUnknown","Simulation","idolatry"
2647,"dragon","ignorance","generalOrUnknown","Simulation","ignorance"
2648,"dragon","impurity","generalOrUnknown","Simulation","impurity"
2649,"dragon","indra","hindu","AttributeSimulation","Indra"
2650,"dragon","infinity","chinese","Simulation","infinity"
2651,"dragon","life","chinese","Simulation","life"
2652,"dragon","light","chinese","Simulation","light"
2653,"dragon","nature","generalOrUnknown","Simulation","nature"
2654,"dragon","pestilence","generalOrUnknown","Simulation","pestilence"
2655,"dragon","prophecy","generalOrUnknown","Simulation","prophecy"
2656,"dragon","protection","heraldic","Simulation","protection"
2657,"dragon","prudence","generalOrUnknown","AttributeSimulation","prudence"
2658,"dragon","samson","christian","AttributeSimulation","Samson"
2659,"dragon","saturnPlanet","generalOrUnknown","AssociationSimulation","Saturn (planet)"
2660,"dragon","sin","generalOrUnknown","Simulation","sin"
2661,"dragon","soma","hindu","AttributeSimulation","soma"
2662,"dragon","sovereignty","celtic","Simulation","sovereignty"
2663,"dragon","steedOfBenzaiten","japanese","Simulation","steed of Benzaiten"
2664,"dragon","strength","chinese","Simulation","strength"
2665,"dragon","summer","generalOrUnknown","AssociationSimulation","summer"
2666,"dragon","sun","chinese","Simulation","sun"
2667,"dragon","temptation","christian","Simulation","temptation"
2668,"dragon","theElementWater","oriental","AssociationSimulation","the element water"
2669,"dragon","theHeavens","chinese","Simulation","the heavens"
2670,"dragon","theInstincts","generalOrUnknown","Simulation","the instincts"
2671,"dragon","thePowerOfEvil","sumeroSemitic","Simulation","the power of evil"
2672,"dragon","theSupernatural","chinese","Simulation","the supernatural"
2673,"dragon","theTerribleMother","generalOrUnknown","Simulation","the Terrible Mother"
2674,"dragon","theUnconscious","generalOrUnknown","Simulation","the unconscious"
2675,"dragon","tiamat","sumeroSemitic","Simulation","Tiamat"
2676,"dragon","valor","heraldic","Simulation","valor"
2677,"dragon","varuna","hindu","AttributeSimulation","Varuna"
2678,"dragon","velesGod","slavic","Simulation","Veles (god)"
2679,"dragon","wisdom","generalOrUnknown","Simulation","wisdom"
2680,"dragon","yang","chinese","Simulation","yang"
2681,"drum","durga","hindu","AttributeSimulation","Durga"
2682,"drum","indra","hindu","AttributeSimulation","Indra"
2683,"drum","kali","hindu","AttributeSimulation","Kali"
2684,"drum","karttikeya","hindu","AttributeSimulation","Karttikeya"
2685,"drum","magicPower","african","Simulation","magic power"
2686,"drum","martialReadiness","heraldic","Simulation","martial readiness"
2687,"drum","orgies","grecoRoman","AssociationSimulation","orgies"
2688,"dragon","darkness","christian @ generalOrUnknown","Simulation","darkness"
2689,"dragon","death","christian @ jewish","AssociationSimulation @ Simulation","death"
2690,"cow","aFormOfHeraJunoIo","grecoRoman","Simulation","a form of Hera/Juno, Io"
2691,"cow","bat","egyptian","AssociationSimulation","Bat"
2692,"coronella","maySuccessCrownYourWishes","flowerLanguage","Simulation","may success crown your wishes"
2693,"corpse","highlyUnclean","jewish","Simulation","highly unclean"
2694,"corpse","theEndOfACycleOrIdea","generalOrUnknown","Simulation","the end of a cycle or idea"
2695,"corpse","thePersonalityInItsLowerAspect","generalOrUnknown","Simulation","the personality in its lower aspect"
2696,"cottonwood","hypnos","greek","Simulation","Hypnos"
2697,"cow","audumla","germanic","Simulation","Audumla"
2698,"cow","mankindWasBelchedUpByACow","zulu","Simulation","mankind was belched up by a cow"
2699,"cow","manyFertilityGods","generalOrUnknown","AttributeSimulation","many fertility gods"
2700,"cow","mostMotherGoddesses","generalOrUnknown","RelatednessSimulation","most mother goddesses"
2701,"cow","nandini","hindu","Simulation","Nandini"
2702,"cow","prithivi","hindu","Simulation","Prithivi"
2703,"cow","providerOfPerpetualNourishment","celtic","Simulation","provider of perpetual nourishment"
2704,"cow","surabhi","hindu","Simulation","Surabhi"
2705,"cow","theEarthAndTheMoon","generalOrUnknown","AssociationSimulation","the earth and the moon"
2706,"cow","theEarthPrinciple","chinese","Simulation","the earth principle"
2707,"cow","theMaternalInstinct","generalOrUnknown","Simulation","the maternal instinct"
2708,"crab","crookedness","generalOrUnknown","AssociationSimulation","crookedness"
2709,"crab","evil","machican","Simulation","evil"
2710,"crab","impenetrableEmotions","generalOrUnknown","Simulation","impenetrable emotions"
2711,"crab","moneyChangers","generalOrUnknown","AssociationSimulation","money-changers"
2712,"crab","ninaThai","sumerian","AssociationSimulation","Nina Thai"
2713,"crab","nuChou","chinese","AssociationSimulation","Nu Chou"
2714,"crab","peevishness","generalOrUnknown","Simulation","peevishness"
2715,"crab","theDevourerOfTheTemporalWorld","incan","Simulation","the devourer of the temporal world"
2716,"crab","thePeriodBetweenReincarnations","buddhist","Simulation","the period between reincarnations"
2717,"crab","theSleepOfDeath","buddhist","Simulation","the sleep of death"
2718,"crab","usedInRainmakingCeremonies","sumerian","Simulation","used in rainmaking ceremonies"
2719,"cow","aditi","hindu","Simulation","Aditi"
2720,"cow","apollo","grecoRoman","AttributeSimulation","Apollo"
2721,"cow","astarte","sumerosemitic","Simulation","Astarte"
2722,"cow","femaleSexualDesire","generalOrUnknown","Simulation","female sexual desire"
2723,"cow","fertility","hindu","Simulation","fertility"
2724,"cow","hera","greek","Simulation","Hera"
2725,"cow","hermesMercury","grecoRoman","AttributeSimulation","Hermes/Mercury"
2726,"cow","ishtar","babylonian","Simulation","Ishtar"
2727,"cow","joy","egyptian","Simulation","joy"
2728,"cow","love","egyptian","Simulation","love"
2729,"cow","moonGoddesses","generalOrUnknown","AssociationSimulation","moon goddesses"
2730,"cow","mother","generalOrUnknown","Simulation","mother"
2731,"cow","motherEarth","generalOrUnknown","Simulation","Mother Earth"
2732,"cow","procreation","generalOrUnknown","Simulation","procreation"
2733,"cow","theCelestial","generalOrUnknown","AssociationSimulation","the celestial"
2734,"cow","theGreatMother","generalOrUnknown","Simulation","the great Mother"
2735,"cow","theMoon","sumerosemitic","AssociationSimulation","the moon"
2736,"cow","theSourceOfLife","hindu","Simulation","the source of life"
2737,"cow","theUnderworld","generalOrUnknown","AssociationSimulation","the underworld"
2738,"cow","yin","chinese","Simulation","yin"
2739,"cow","zeusJupiter","grecoRoman","AttributeSimulation","Zeus/Jupiter"
2740,"crab","aggressiveness","generalOrUnknown","Simulation","aggressiveness"
2741,"crab","death","generalOrUnknown","Simulation","death"
2742,"crab","dishonesty","generalOrUnknown","AssociationSimulation","dishonesty"
2743,"crab","grossness","generalOrUnknown","Simulation","grossness"
2744,"crab","june","generalOrUnknown","AssociationSimulation","June"
2745,"crab","lucky","cambodian","Simulation","lucky"
2746,"crab","regeneration","generalOrUnknown","Simulation","regeneration"
2747,"crab","regression","generalOrUnknown","Simulation","regression"
2748,"crab","repulsiveSex","generalOrUnknown","Simulation","repulsive sex"
2749,"crab","summer","jewish","Simulation","summer"
2750,"crab","theArchangelGabriel","generalOrUnknown","AssociationSimulation","the archangel Gabriel"
2751,"crab","theMoon","generalOrUnknown","AssociationSimulation","the moon"
2752,"crab","theSea","generalOrUnknown","EmblematicSimulation","the sea"
2753,"crab","theTerribleMother","incan","Simulation","the Terrible Mother"
2754,"crab","theWaningMoon","incan","Simulation","the waning moon"
2755,"crab","unreliability","generalOrUnknown","AssociationSimulation","unreliability"
2756,"crab","withdrawal","generalOrUnknown","Simulation","withdrawal"
2757,"cow","plenty","generalOrUnknown @ hindu","Simulation","plenty"
2758,"cow","theEarth","druidic @ hindu","Simulation","the earth"
2759,"canines","aggressiveStrengthThatNeedsToBeControlled","hindu","Simulation","aggressive strength that needs to be controlled"
2760,"camelliaJaponica","japan","japanese","EmblematicSimulation","Japan"
2761,"candle","lifeEspeciallyThatOfAnIndividual","generalOrUnknown","Simulation","life, especially that of an individual"
2762,"candle","lightInTheDarknessOfLife","generalOrUnknown","Simulation","light in the darkness of life"
2763,"candle","spiritualJoy","christian","Simulation","spiritual joy"
2764,"candle","stGertrude","christian","AttributeSimulation","St. Gertrude"
2765,"candle","theDivineLight","christian","Simulation","the divine light"
2766,"candle","theVitalizingPowerOfTheSun","generalOrUnknown","Simulation","the vitalizing power of the sun"
2767,"canopy","regalDignity","generalOrUnknown","Simulation","regal dignity"
2768,"canopy","theCelestialRealm","generalOrUnknown","Simulation","the celestial realm"
2769,"canopy","theSacredTreeOfEnlightenment","buddhist","Simulation","the Sacred Tree of Enlightenment"
2770,"captive","theSpiritHeldLatent","generalOrUnknown","Simulation","the spirit held latent"
2771,"captives","stVincentFerrer","generalOrUnknown","AttributeSimulation","St. Vincent Ferrer"
2772,"caduceus","balance","heraldic","Simulation","balance"
2773,"caduceus","doctors","generalOrUnknown","AttributeSimulation","doctors"
2774,"caduceus","eloquence","generalOrUnknown","Simulation","eloquence"
2775,"caduceus","fertility","generalOrUnknown","Simulation","fertility"
2776,"caduceus","heraclesHercules","grecoRoman","AttributeSimulation","Heracles/Hercules"
2777,"caduceus","heralds","generalOrUnknown","AttributeSimulation","heralds"
2778,"caduceus","hermes","greek","Simulation","Hermes"
2779,"caduceus","hermesMercury","grecoRoman","AttributeSimulation","Hermes/Mercury"
2780,"caduceus","irisMythology","greek","Simulation","Iris (mythology)"
2781,"caduceus","magicWand","generalOrUnknown","Simulation","magic wand"
2782,"caduceus","mercuryMythology","roman","Simulation","Mercury (mythology)"
2783,"caduceus","messengers","generalOrUnknown","AttributeSimulation","messengers"
2784,"caduceus","peace","generalOrUnknown","Simulation","peace"
2785,"caduceus","peacePersonified","generalOrUnknown","AttributeSimulation","Peace personified"
2786,"caduceus","phallus","generalOrUnknown","Simulation","phallus"
2787,"caduceus","protection","generalOrUnknown","Simulation","protection"
2788,"caduceus","reason","generalOrUnknown","Simulation","reason"
2789,"caduceus","selfControl","generalOrUnknown","Simulation","self-control"
2790,"caduceus","serapis","egyptian","AttributeSimulation","Serapis"
2791,"caduceus","theArchangelRaphael","jewish","AttributeSimulation","the archangel Raphael"
2792,"caduceus","thoth","egyptian","AttributeSimulation","Thoth"
2793,"caduceus","truce","generalOrUnknown","Simulation","truce"
